Country,StateUSA,Info,City
Portugal,4200-804,"{('5G', '494891', '230'): {'MeanLatency': 50.9, 'MeanThroughput': 121.23570095238094}, ('LTE', '494891', '230'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Porto
España,28046,"{('LTE', '71913473', '361'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71913473', '361'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72295681', '156'): {'MeanLatency': 61.199999999999996, 'MeanThroughput': 7.5397952380952376}}",Madrid
Norway,0373,"{('5G', '52826627', '48'): {'MeanLatency': 53.25454545454546, 'MeanThroughput': 129.05605480769233}, ('LTE', '52826627', '48'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
España,28029,"{('LTE', '72629761', '145'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72629761', '145'): {'MeanLatency': 122.38181818181819, 'MeanThroughput': 4.093236842105263}}",Madrid
Norway,0572,"{('5G', '52515076', '391'): {'MeanLatency': 52.2, 'MeanThroughput': 85.31335242718443}, ('LTE', '52515076', '391'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
España,"Fortuna,","{('LTE', '72531202', '122'): {'MeanLatency': 50.18181818181818, 'MeanThroughput': 47.6391903846154}}",Fortuna
España,28034,"{('LTE', '72889346', '358'): {'MeanLatency': 49.08181818181818, 'MeanThroughput': 42.67994554455446}}",Madrid
España,"Leganés,","{('LTE', '73985555', '428'): {'MeanLatency': nan, 'MeanThroughput': 9.290187719298245}, ('5G', '73985555', '428'): {'MeanLatency': nan, 'MeanThroughput': 12.732614285714286}, ('LTE', '73985557', '427'): {'MeanLatency': 56.15454545454545, 'MeanThroughput': 23.592971153846158}}",Leganés
Norway,0851,"{('5G', '52053249', '71'): {'MeanLatency': 48.50909090909092, 'MeanThroughput': 107.12624711538466}, ('LTE', '52053249', '71'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
,,"{('LTE', '73603843', '188'): {'MeanLatency': 52.1090909090909, 'MeanThroughput': 29.590503960396042}}",
España,28029,"{('5G', '74114561', '363'): {'MeanLatency': 55.136363636363626, 'MeanThroughput': 48.06823457943925}, ('LTE', '74114561', '363'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28029,"{('5G', '73760003', '279'): {'MeanLatency': nan, 'MeanThroughput': 61.632966666666654}, ('LTE', '73760003', '279'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73760002', '281'): {'MeanLatency': 52.14545454545455, 'MeanThroughput': 72.62778688524591}, ('LTE', '73760002', '281'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Portugal,4200-804,"{('5G', '261419', '29'): {'MeanLatency': 67.65454545454544, 'MeanThroughput': 90.42821376146793}, ('LTE', '261419', '29'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Porto
España,28020,"{('LTE', '73625861', '211'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73625861', '211'): {'MeanLatency': 48.027272727272724, 'MeanThroughput': 35.97450000000002}}",Madrid
Denmark,2450,"{('LTE', '41857035', '9'): {'MeanLatency': 40.49999999999999, 'MeanThroughput': 46.424123300970855}}",København
España,"28947,","{('LTE', '73253633', '468'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72094979', '464'): {'MeanLatency': 59.9, 'MeanThroughput': 14.189466972477062}}",Madrid
Germany,10557,"{('5G', '26898433', '286'): {'MeanLatency': 34.79090909090909, 'MeanThroughput': 45.886513274336274}, ('LTE', '26898433', '286'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Berlin
Norway,0565,"{('LTE', '52826627', '48'): {'MeanLatency': nan, 'MeanThroughput': 6.870020689655171}, ('5G', '52826627', '48'): {'MeanLatency': 46.79090909090908, 'MeanThroughput': 16.218008}}",kommune
España,"Alarcón,","{('LTE', '73603843', '188'): {'MeanLatency': nan, 'MeanThroughput': 35.788058695652175}, ('LTE', '73603841', '186'): {'MeanLatency': 54.98181818181818, 'MeanThroughput': 45.85119636363637}}",Alarcón
United States,MA,"{('LTE', '14351128', '218'): {'MeanLatency': 36.73636363636364, 'MeanThroughput': 4.177287804878048}}",Boston
United States,MA,"{('5G', '14351128', '218'): {'MeanLatency': 64.0, 'MeanThroughput': 19.509251351351352}, ('LTE', '14351128', '218'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Boston
Denmark,2450,"{('LTE', '41857155', '11'): {'MeanLatency': 41.154545454545456, 'MeanThroughput': 6.7537042372881375}}",København
España,"Fortuna,","{('LTE', '72531202', '122'): {'MeanLatency': 51.118181818181824, 'MeanThroughput': 14.72031153846154}}",Fortuna
España,28024,"{('LTE', '71888137', '41'): {'MeanLatency': nan, 'MeanThroughput': 13.544466666666667}, ('LTE', '72781832', '500'): {'MeanLatency': 54.92727272727272, 'MeanThroughput': 18.2063043956044}}",Madrid
España,28035,"{('5G', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': 16.653905882352937}, ('5G', '74062083', '446'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '74062083', '446'): {'MeanLatency': 52.363636363636374, 'MeanThroughput': 26.14878875}}",Madrid
Norway,"Forskningsparken,","{('5G', '53468932', '326'): {'MeanLatency': nan, 'MeanThroughput': 138.33218333333332}, ('LTE', '53468932', '326'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '52826627', '48'): {'MeanLatency': 42.35454545454545, 'MeanThroughput': 139.0264632352941}, ('LTE', '52826627', '48'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Oslo
España,28020,"{('5G', '71988481', '264'): {'MeanLatency': 136.12727272727273, 'MeanThroughput': 27.748659433962267}, ('LTE', '71988481', '264'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Leganés,","{('LTE', '72531201', '121'): {'MeanLatency': 56.40909090909092, 'MeanThroughput': 19.979559459459463}}",Leganés
España,"Alarcón,","{('5G', '73166594', '301'): {'MeanLatency': nan, 'MeanThroughput': 3.689448148148148}, ('LTE', '73166594', '301'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73144322', '31'): {'MeanLatency': 56.2, 'MeanThroughput': 1.7139798076923076}, ('LTE', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72630019', '158'): {'MeanLatency': 118.16999999999999, 'MeanThroughput': nan}, ('LTE', '72630019', '158'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Alarcón
España,28046,"{('5G', '71913474', '362'): {'MeanLatency': 53.99090909090909, 'MeanThroughput': 71.50363714285712}, ('LTE', '71913474', '362'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28023,"{('LTE', '72630025', '158'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72630025', '158'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': 10.720154464285715}, ('LTE', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': 2.029616129032258}, ('LTE', '72630019', '158'): {'MeanLatency': 137.0, 'MeanThroughput': 17.4877}, ('5G', '72630019', '158'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73166594', '301'): {'MeanLatency': 58.522222222222226, 'MeanThroughput': nan}}",Madrid
Norway,Oslo,"{('LTE', '17561098', '74'): {'MeanLatency': 68.61818181818182, 'MeanThroughput': 29.231629245283035}}",Oslo
España,"Alarcón,","{('LTE', '74065153', '378'): {'MeanLatency': 61.98181818181818, 'MeanThroughput': 14.989471698113203}}",Alarcón
España,"Leganés,","{('LTE', '72756743', '432'): {'MeanLatency': 4407.090909090909, 'MeanThroughput': 0.4405798319327731}}",Leganés
Portugal,4200-373,"{('5G', '261397', '33'): {'MeanLatency': 63.154545454545456, 'MeanThroughput': 88.82762095238091}, ('LTE', '261397', '33'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Porto
España,"Leganés,","{('LTE', '73221127', '205'): {'MeanLatency': 53.045454545454554, 'MeanThroughput': 9.580182727272728}}",Leganés
United States,CA,"{('5G', '21078787', '284'): {'MeanLatency': 57.04545454545455, 'MeanThroughput': 20.104490225563907}, ('LTE', '21078787', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Milpitas
Canada,V6N,"{('5G', '9223372036854775807', '350'): {'MeanLatency': 1007.3636363636364, 'MeanThroughput': 16.550535820895526}, ('LTE', '9223372036854775807', '350'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Vancouver
España,28004,"{('5G', '73118468', '39'): {'MeanLatency': 57.309090909090905, 'MeanThroughput': 36.557914545454565}, ('LTE', '73118468', '39'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28044,"{('LTE', '73985557', '427'): {'MeanLatency': 50.544444444444444, 'MeanThroughput': 16.49120545454545}, ('5G', '73985557', '427'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28050,"{('5G', '72883457', '42'): {'MeanLatency': nan, 'MeanThroughput': 36.56920749999999}, ('LTE', '72883457', '42'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71732481', '429'): {'MeanLatency': 50.472727272727276, 'MeanThroughput': 53.03701159420289}, ('LTE', '71732481', '429'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Alarcón,","{('LTE', '72376577', '105'): {'MeanLatency': 67.53636363636363, 'MeanThroughput': 52.017632352941156}}",Alarcón
España,28035,"{('5G', '73781763', '130'): {'MeanLatency': 69.08181818181818, 'MeanThroughput': 4.309817796610168}, ('LTE', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28048,"{('LTE', '72091143', '219'): {'MeanLatency': nan, 'MeanThroughput': 3.732967200000001}, ('5G', '72091143', '219'): {'MeanLatency': 1217.0, 'MeanThroughput': 0.0}, ('LTE', '72961801', '44'): {'MeanLatency': 49.7, 'MeanThroughput': nan}}",Madrid
United States,MA,"{('LTE', '9223372036854775807', '566'): {'MeanLatency': nan, 'MeanThroughput': 48.54851200000003}, ('LTE', '9223372036854775807', '371'): {'MeanLatency': 42.590909090909086, 'MeanThroughput': 73.4834}}",Quincy
España,28023,"{('LTE', '72909741', '429'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72275207', '159'): {'MeanLatency': 53.2, 'MeanThroughput': 15.67819615384615}}",Madrid
,,"{('LTE', '73985539', '427'): {'MeanLatency': 60.93636363636363, 'MeanThroughput': 24.177836363636363}}",
Norway,5015,"{('5G', '31795487', '160'): {'MeanLatency': 52.818181818181806, 'MeanThroughput': 119.57937115384617}, ('LTE', '31795487', '160'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Bergen
Germany,13353,"{('LTE', '26352130', '257'): {'MeanLatency': 30.781818181818185, 'MeanThroughput': 18.515095495495494}}",Berlin
España,28029,"{('LTE', '73704961', '300'): {'MeanLatency': 60.936363636363645, 'MeanThroughput': 5.542599999999999}, ('5G', '73704961', '300'): {'MeanLatency': nan, 'MeanThroughput': 46.13747}, ('5G', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': 32.65896874999999}, ('LTE', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': 11.55818409090909}}",Madrid
,,{},
Denmark,Kongens,"{('LTE', '44136980', '283'): {'MeanLatency': 41.96363636363637, 'MeanThroughput': 28.02019901960784}}",Lyngby
España,28029,"{('LTE', '71915780', '471'): {'MeanLatency': nan, 'MeanThroughput': 22.718733333333333}, ('5G', '71915780', '471'): {'MeanLatency': nan, 'MeanThroughput': 32.33217777777779}, ('LTE', '73704966', '302'): {'MeanLatency': 87.28181818181818, 'MeanThroughput': 10.102699999999995}}",Madrid
España,28029,"{('LTE', '74138883', '258'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '74138883', '258'): {'MeanLatency': 46.93636363636363, 'MeanThroughput': 86.43346285714284}}",Madrid
Norway,0371,"{('LTE', '33897247', '422'): {'MeanLatency': 71.7909090909091, 'MeanThroughput': 21.119827358490575}}",kommune
España,28035,"{('5G', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': 8.427825490196078}, ('LTE', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '74062083', '446'): {'MeanLatency': 56.28181818181818, 'MeanThroughput': 6.3514}, ('LTE', '74014721', '265'): {'MeanLatency': nan, 'MeanThroughput': 32.113524999999996}}",Madrid
España,"Alarcón,","{('LTE', '73166594', '301'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73166594', '301'): {'MeanLatency': 141.00000000000003, 'MeanThroughput': 10.817613924050633}, ('5G', '73144322', '31'): {'MeanLatency': 166.51666666666668, 'MeanThroughput': 16.674493442622953}, ('LTE', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Alarcón
España,"Alarcón,","{('LTE', '73603841', '186'): {'MeanLatency': nan, 'MeanThroughput': 2.6215}, ('5G', '73603841', '186'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73166595', '302'): {'MeanLatency': 60.3, 'MeanThroughput': 5.612771126760564}, ('LTE', '73166595', '302'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73166594', '301'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73166594', '301'): {'MeanLatency': 58.2, 'MeanThroughput': nan}, ('LTE', '73144322', '31'): {'MeanLatency': 61.833333333333336, 'MeanThroughput': nan}}",Alarcón
Portugal,4200-804,"{('5G', '261419', '29'): {'MeanLatency': 65.60000000000001, 'MeanThroughput': 54.61332870370369}, ('LTE', '261419', '29'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Porto
España,28029,"{('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': 13.477820661157018}, ('5G', '71732993', '459'): {'MeanLatency': 53.45454545454547, 'MeanThroughput': 13.857092857142856}, ('LTE', '71732993', '459'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28034,"{('5G', '72092163', '188'): {'MeanLatency': 53.00909090909091, 'MeanThroughput': 6.848928828828826}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
,,"{('LTE', '74014722', '266'): {'MeanLatency': 60.41818181818181, 'MeanThroughput': 30.235641747572814}}",
España,28046,"{('5G', '71913474', '362'): {'MeanLatency': nan, 'MeanThroughput': 37.79278194444444}, ('LTE', '71913474', '362'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71913473', '361'): {'MeanLatency': 51.599999999999994, 'MeanThroughput': 22.92306046511628}, ('LTE', '71913473', '361'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Norway,"T,","{('5G', '94887721', '99'): {'MeanLatency': 38.87272727272727, 'MeanThroughput': 84.56341397849462}, ('LTE', '94887721', '99'): {'MeanLatency': nan, 'MeanThroughput': 17.63030909090909}}",Oslo
España,28029,"{('LTE', '73704962', '301'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73704961', '300'): {'MeanLatency': 59.72727272727272, 'MeanThroughput': 12.916645454545451}}",Madrid
España,28024,"{('LTE', '73985557', '427'): {'MeanLatency': 50.19090909090908, 'MeanThroughput': 9.45674392523365}}",Madrid
España,"Leganés,","{('5G', '72475138', '28'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72475138', '28'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73395722', '230'): {'MeanLatency': nan, 'MeanThroughput': 0.8329953271028039}, ('5G', '73395722', '230'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72475137', '27'): {'MeanLatency': nan, 'MeanThroughput': 2.6886948717948713}, ('LTE', '72475137', '27'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72531202', '122'): {'MeanLatency': 119.91111111111111, 'MeanThroughput': nan}}",Leganés
España,28034,"{('5G', '72272386', '370'): {'MeanLatency': 50.93636363636363, 'MeanThroughput': 19.42283257575758}, ('LTE', '72272386', '370'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28054,"{('LTE', '73985537', '428'): {'MeanLatency': 50.7, 'MeanThroughput': 27.33403689320389}, ('LTE', '73985539', '427'): {'MeanLatency': 53.919999999999995, 'MeanThroughput': nan}}",Madrid
,,"{('5G', '71732993', '459'): {'MeanLatency': 52.9, 'MeanThroughput': 81.611058490566}, ('LTE', '71732993', '459'): {'MeanLatency': nan, 'MeanThroughput': nan}}",
España,28044,"{('LTE', '73985545', '427'): {'MeanLatency': 105.82000000000001, 'MeanThroughput': 0.44069411764705885}, ('LTE', '71888135', '39'): {'MeanLatency': 58.73333333333333, 'MeanThroughput': 0.2759526315789474}}",Madrid
Canada,V6R,"{('5G', '9223372036854775807', '294'): {'MeanLatency': 40.85454545454546, 'MeanThroughput': 41.89969823008848}, ('LTE', '9223372036854775807', '294'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Vancouver
España,28054,"{('LTE', '71888131', '41'): {'MeanLatency': 56.55454545454545, 'MeanThroughput': 24.82689803921569}}",Madrid
Germany,13347,"{('LTE', '26932736', '447'): {'MeanLatency': nan, 'MeanThroughput': 1.835508}, ('LTE', '26953216', '447'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '26953216', '382'): {'MeanLatency': 71.4, 'MeanThroughput': 3.9323428571428574}}",Berlin
Norway,0572,"{('5G', '51662597', '87'): {'MeanLatency': 49.536363636363646, 'MeanThroughput': 64.72764766355138}, ('LTE', '51662597', '87'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
Denmark,1705,"{('LTE', '41854230', '487'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '41459734', '67'): {'MeanLatency': nan, 'MeanThroughput': 1.0725386363636362}, ('LTE', '44064800', '266'): {'MeanLatency': nan, 'MeanThroughput': 13.614608064516128}, ('LTE', '44064899', '233'): {'MeanLatency': 48.38181818181818, 'MeanThroughput': 13.980566666666666}}",København
Norway,0851,"{('LTE', '94887723', '129'): {'MeanLatency': 43.46, 'MeanThroughput': 53.95113199999998}, ('5G', '94887723', '129'): {'MeanLatency': 50.6, 'MeanThroughput': nan}}",kommune
España,"Leganés,","{('LTE', '72531201', '121'): {'MeanLatency': nan, 'MeanThroughput': 36.22327532467533}, ('LTE', '72531202', '122'): {'MeanLatency': 70.10909090909091, 'MeanThroughput': 46.3801}}",Leganés
España,"Fuenlabrada,","{('LTE', '74094595', '8'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '74018305', '414'): {'MeanLatency': nan, 'MeanThroughput': 25.420896969696972}, ('5G', '74018305', '414'): {'MeanLatency': nan, 'MeanThroughput': 3.4948}, ('5G', '72665346', '442'): {'MeanLatency': 42.61818181818182, 'MeanThroughput': 33.204724999999996}, ('LTE', '72665346', '442'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72665516', '33'): {'MeanLatency': nan, 'MeanThroughput': 7.2598646153846165}, ('5G', '72665516', '33'): {'MeanLatency': nan, 'MeanThroughput': 20.975566666666666}}",Fuenlabrada
España,28035,"{('LTE', '73678850', '64'): {'MeanLatency': 59.29090909090908, 'MeanThroughput': 28.461080952380954}}",Madrid
Denmark,2900,"{('LTE', '41992724', '67'): {'MeanLatency': nan, 'MeanThroughput': 21.1192323943662}, ('LTE', '41992825', '205'): {'MeanLatency': nan, 'MeanThroughput': 6.990609090909092}, ('LTE', '43572591', '201'): {'MeanLatency': 41.018181818181816, 'MeanThroughput': 5.24255}}",Hellerup
España,28044,"{('LTE', '73985557', '427'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73985545', '427'): {'MeanLatency': 5005.25, 'MeanThroughput': 0.8037554744525547}, ('LTE', '71888135', '39'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28024,"{('LTE', '72781831', '498'): {'MeanLatency': 54.054545454545455, 'MeanThroughput': 24.67250686274511}}",Madrid
España,"Fortuna,","{('LTE', '73985537', '428'): {'MeanLatency': 705.2142857142857, 'MeanThroughput': 0.3718787234042553}, ('LTE', '72531202', '122'): {'MeanLatency': 51.575, 'MeanThroughput': nan}}",Fortuna
Canada,V3R,"{('LTE', '53795449', '111'): {'MeanLatency': 31.736363636363635, 'MeanThroughput': 9.325026717557256}}",Surrey
España,28029,"{('5G', '74114561', '363'): {'MeanLatency': nan, 'MeanThroughput': 34.0792875}, ('LTE', '74114561', '363'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71915778', '472'): {'MeanLatency': 51.17272727272727, 'MeanThroughput': 26.4663416}, ('LTE', '71915778', '472'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
