Country,StateUSA,Info,City
España,28034,"{('5G', '72092163', '188'): {'MeanLatency': 59.3, 'MeanThroughput': 11.766981889763784}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Norway,0349,"{('5G', '94887721', '99'): {'MeanLatency': nan, 'MeanThroughput': 39.977385000000005}, ('LTE', '94887721', '99'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '31345931', '29'): {'MeanLatency': 32.11818181818182, 'MeanThroughput': 63.943101960784304}, ('LTE', '31345931', '29'): {'MeanLatency': nan, 'MeanThroughput': 27.526431249999995}}",kommune
España,28029,"{('5G', '72040963', '440'): {'MeanLatency': nan, 'MeanThroughput': 1.9494423076923078}, ('LTE', '72040963', '440'): {'MeanLatency': 82.80909090909091, 'MeanThroughput': 10.4826}}",Madrid
España,28023,"{('LTE', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': 1.2069877697841729}, ('5G', '72630019', '158'): {'MeanLatency': 1467.0, 'MeanThroughput': nan}, ('LTE', '72630019', '158'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Leganés,","{('5G', '72756737', '432'): {'MeanLatency': 56.50909090909091, 'MeanThroughput': 25.552624324324317}, ('LTE', '72756737', '432'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Leganés
España,28029,"{('LTE', '73704964', '300'): {'MeanLatency': 52.81818181818182, 'MeanThroughput': 17.476310852713176}}",Madrid
Norway,0373,"{('5G', '51937027', '135'): {'MeanLatency': nan, 'MeanThroughput': 20.495054545454543}, ('LTE', '51937027', '135'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '51662597', '87'): {'MeanLatency': 45.63636363636364, 'MeanThroughput': 9.564728378378378}, ('LTE', '51662597', '87'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
España,28023,"{('LTE', '72275207', '159'): {'MeanLatency': 52.75454545454545, 'MeanThroughput': 24.723841176470597}}",Madrid
España,28046,"{('5G', '71988483', '266'): {'MeanLatency': 57.18181818181818, 'MeanThroughput': 52.0861644859813}, ('LTE', '71988483', '266'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Alarcón,","{('LTE', '73270792', '283'): {'MeanLatency': nan, 'MeanThroughput': 15.534005555555554}, ('LTE', '73270787', '284'): {'MeanLatency': 53.300000000000004, 'MeanThroughput': 31.243255102040823}}",Alarcón
Norway,0550,"{('5G', '51650561', '49'): {'MeanLatency': 45.96363636363636, 'MeanThroughput': 60.79854036697247}, ('LTE', '51650561', '49'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
España,28029,"{('LTE', '73704961', '300'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73704963', '302'): {'MeanLatency': nan, 'MeanThroughput': 7.3400549999999996}, ('5G', '73704963', '302'): {'MeanLatency': nan, 'MeanThroughput': 10.4859}, ('5G', '74114561', '363'): {'MeanLatency': 48.27272727272727, 'MeanThroughput': 49.84442816901411}, ('LTE', '74114561', '363'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
,OR,"{('LTE', '1420064', '326'): {'MeanLatency': nan, 'MeanThroughput': 28.2971891566265}, ('LTE', '1419788', '21'): {'MeanLatency': 52.136363636363626, 'MeanThroughput': 34.875240000000005}}",
Norway,0373,"{('5G', '52826629', '423'): {'MeanLatency': 51.97272727272727, 'MeanThroughput': 56.237802830188656}, ('LTE', '52826629', '423'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
Denmark,1750,"{('LTE', '41305354', '27'): {'MeanLatency': 42.09090909090909, 'MeanThroughput': 26.16365631067961}}",København
,,"{('5G', '72756755', '432'): {'MeanLatency': 49.21818181818182, 'MeanThroughput': 23.75365850340136}, ('LTE', '72756755', '432'): {'MeanLatency': nan, 'MeanThroughput': nan}}",
United States,MA,"{('LTE', '14623766', '179'): {'MeanLatency': 41.75454545454546, 'MeanThroughput': 5.72364083333333}}",Stoughton
España,28024,"{('LTE', '73171457', '21'): {'MeanLatency': 57.3, 'MeanThroughput': 33.22223846153847}}",Madrid
Norway,0484,"{('5G', '31356427', '468'): {'MeanLatency': 37.2, 'MeanThroughput': 146.64873173076919}, ('LTE', '31356427', '468'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
España,"28914,","{('LTE', '73733121', '30'): {'MeanLatency': 61.9, 'MeanThroughput': 4.9478}, ('LTE', '73221122', '206'): {'MeanLatency': 68.26, 'MeanThroughput': nan}}",Madrid
Norway,0373,"{('LTE', '52826627', '48'): {'MeanLatency': 49.95454545454545, 'MeanThroughput': 40.04222843137256}}",kommune
Canada,V6K,"{('LTE', '53805936', '294'): {'MeanLatency': 36.845454545454544, 'MeanThroughput': 1.4984935714285716}}",Vancouver
United States,MA,"{('5G', '9223372036854775807', '274'): {'MeanLatency': 42.12727272727273, 'MeanThroughput': 4.49975748031496}, ('LTE', '9223372036854775807', '274'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Middleborough
Germany,13353,"{('LTE', '26910977', '168'): {'MeanLatency': 26.145454545454548, 'MeanThroughput': 83.62691683168316}}",Berlin
United States,MA,"{('LTE', '14536214', '115'): {'MeanLatency': nan, 'MeanThroughput': 43.80333225806451}, ('5G', '14536214', '115'): {'MeanLatency': 21.499999999999996, 'MeanThroughput': 148.72980422535213}}",Boston
España,"Fuenlabrada,","{('LTE', '72486914', '85'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72486914', '85'): {'MeanLatency': nan, 'MeanThroughput': 25.050377777777776}, ('5G', '73327619', '119'): {'MeanLatency': 105.18181818181819, 'MeanThroughput': 46.267210309278326}, ('LTE', '73327619', '119'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Fuenlabrada
España,"Alcobendas,","{('LTE', '72704258', '94'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72704258', '94'): {'MeanLatency': nan, 'MeanThroughput': 15.847061654135345}, ('5G', '73681921', '143'): {'MeanLatency': 82.21000000000001, 'MeanThroughput': 10.485777777777779}, ('LTE', '73681921', '143'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Alcobendas
Germany,10555,"{('5G', '26349825', '254'): {'MeanLatency': 60.5, 'MeanThroughput': 25.228790598290608}, ('LTE', '26349825', '254'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Berlin
,SD,"{('LTE', '8370699', '63'): {'MeanLatency': 192.0909090909091, 'MeanThroughput': 17.825862857142866}}",
España,28035,"{('LTE', '74014722', '266'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '74014722', '266'): {'MeanLatency': nan, 'MeanThroughput': 26.34967692307692}, ('5G', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': 36.36027142857142}, ('LTE', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73678851', '65'): {'MeanLatency': 44.14545454545455, 'MeanThroughput': nan}, ('LTE', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28035,"{('LTE', '72091143', '219'): {'MeanLatency': 63.72727272727273, 'MeanThroughput': 15.628809523809522}}",Madrid
Germany,10557,"{('5G', '38054656', '463'): {'MeanLatency': 64.9909090909091, 'MeanThroughput': 16.298576811594206}, ('LTE', '38054656', '463'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Berlin
España,28035,"{('LTE', '71915796', '472'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71915796', '472'): {'MeanLatency': 67.97272727272728, 'MeanThroughput': 22.674078048780487}}",Madrid
Canada,V6L,"{('LTE', '9223372036854775807', '167'): {'MeanLatency': 28.53636363636364, 'MeanThroughput': 7.14948909090909}, ('5G', '9223372036854775807', '167'): {'MeanLatency': nan, 'MeanThroughput': 3.908483636363636}}",Vancouver
Norway,0572,"{('LTE', '31335179', '51'): {'MeanLatency': nan, 'MeanThroughput': 66.86414025974022}, ('5G', '31335179', '51'): {'MeanLatency': 34.74545454545454, 'MeanThroughput': 93.73495199999999}}",kommune
España,28029,"{('LTE', '73808385', '303'): {'MeanLatency': 65.47272727272727, 'MeanThroughput': 1.5176482456140352}}",Madrid
Canada,V3C,"{('5G', '0', '521'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '28326441', '176'): {'MeanLatency': nan, 'MeanThroughput': 58.86374545454546}, ('LTE', '28326441', '176'): {'MeanLatency': 31.345454545454547, 'MeanThroughput': 72.05013387096774}}",Coquitlam
Germany,10557,"{('LTE', '27523586', '475'): {'MeanLatency': nan, 'MeanThroughput': 5.033336}, ('LTE', '25990146', '208'): {'MeanLatency': 40.9909090909091, 'MeanThroughput': 3.2152528301886796}}",Berlin
España,"Leganés,","{('LTE', '73985537', '428'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72531201', '121'): {'MeanLatency': 51.42727272727272, 'MeanThroughput': 35.352703809523824}}",Leganés
España,28029,"{('LTE', '73808385', '303'): {'MeanLatency': 62.49090909090909, 'MeanThroughput': 4.222025663716813}}",Madrid
,,"{('5G', '72909569', '165'): {'MeanLatency': 113.25454545454545, 'MeanThroughput': 2.62159875}, ('LTE', '72909569', '165'): {'MeanLatency': nan, 'MeanThroughput': 1.0485815384615387}}",
,,"{('5G', '73985539', '427'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73985539', '427'): {'MeanLatency': 54.86363636363637, 'MeanThroughput': 52.83494423076923}}",
,,"{('LTE', '73985537', '428'): {'MeanLatency': 65.58181818181818, 'MeanThroughput': 34.51583796296297}}",
España,28029,"{('5G', '72092163', '188'): {'MeanLatency': 47.41818181818181, 'MeanThroughput': 24.52339112903227}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Alarcón,","{('LTE', '74065160', '379'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '74065153', '378'): {'MeanLatency': nan, 'MeanThroughput': 28.39895833333333}, ('LTE', '72376579', '107'): {'MeanLatency': 69.79090909090908, 'MeanThroughput': 34.620103448275856}}",Alarcón
Norway,0166,"{('LTE', '51470347', '329'): {'MeanLatency': nan, 'MeanThroughput': 40.19820000000001}, ('5G', '51470347', '329'): {'MeanLatency': 42.95454545454546, 'MeanThroughput': 15.406226923076924}}",kommune
,,"{('5G', '72629761', '145'): {'MeanLatency': 57.17272727272727, 'MeanThroughput': 23.987730088495578}, ('LTE', '72629761', '145'): {'MeanLatency': nan, 'MeanThroughput': nan}}",
Canada,V6R,"{('5G', '9223372036854775807', '294'): {'MeanLatency': nan, 'MeanThroughput': 3.4949666666666666}, ('5G', '9223372036854775807', '62'): {'MeanLatency': 39.77272727272727, 'MeanThroughput': 19.609105}, ('LTE', '9223372036854775807', '62'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Vancouver
España,28035,"{('5G', '72374803', '303'): {'MeanLatency': nan, 'MeanThroughput': 1.9418944444444444}, ('LTE', '72374803', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73678851', '65'): {'MeanLatency': 66.10000000000001, 'MeanThroughput': 6.870079310344827}, ('LTE', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28035,"{('5G', '73781763', '130'): {'MeanLatency': 43.26363636363636, 'MeanThroughput': 77.24581428571426}, ('LTE', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Leganés,","{('LTE', '73985543', '428'): {'MeanLatency': 55.536363636363646, 'MeanThroughput': 4.0920398373983735}}",Leganés
España,28029,"{('5G', '74114561', '363'): {'MeanLatency': 65.31818181818181, 'MeanThroughput': 6.8833852173913055}, ('LTE', '74114561', '363'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Denmark,Kongens,"{('LTE', '41912606', '14'): {'MeanLatency': 42.02727272727273, 'MeanThroughput': 10.534157798165134}}",Lyngby
España,28029,"{('LTE', '73704966', '302'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73704964', '300'): {'MeanLatency': 59.94545454545455, 'MeanThroughput': 25.600577477477493}}",Madrid
Canada,V3R,"{('LTE', '0', '132'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '53908857', '132'): {'MeanLatency': 38.42727272727273, 'MeanThroughput': 23.83112479338844}}",Surrey
Norway,0159,"{('5G', '30803233', '389'): {'MeanLatency': 46.73636363636363, 'MeanThroughput': 141.155372815534}, ('LTE', '30803233', '389'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
España,"Fortuna,","{('LTE', '73985537', '428'): {'MeanLatency': 410.16, 'MeanThroughput': 0.7280625000000003}, ('LTE', '72531202', '122'): {'MeanLatency': 46.5, 'MeanThroughput': nan}}",Fortuna
España,28023,"{('LTE', '72091143', '219'): {'MeanLatency': nan, 'MeanThroughput': 6.1883852459016415}, ('5G', '72091143', '219'): {'MeanLatency': nan, 'MeanThroughput': 2.4062388235294114}, ('5G', '72374791', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72374791', '303'): {'MeanLatency': 331.25, 'MeanThroughput': nan}, ('LTE', '72961801', '44'): {'MeanLatency': 51.371428571428574, 'MeanThroughput': nan}}",Madrid
España,28013,"{('5G', '72013317', '53'): {'MeanLatency': 60.4090909090909, 'MeanThroughput': 53.34916228070173}, ('LTE', '72013317', '53'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28918,"{('LTE', '72531208', '122'): {'MeanLatency': nan, 'MeanThroughput': 3.6043999999999996}, ('LTE', '73707529', '129'): {'MeanLatency': 52.739999999999995, 'MeanThroughput': 1.8420162162162164}, ('LTE', '72531202', '122'): {'MeanLatency': nan, 'MeanThroughput': 1.7040925000000002}, ('5G', '72531202', '122'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73985538', '426'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73985538', '426'): {'MeanLatency': 54.0, 'MeanThroughput': nan}}",Madrid
Norway,0154,"{('5G', '34969878', '115'): {'MeanLatency': 43.85, 'MeanThroughput': 92.27195619047622}, ('LTE', '34969878', '115'): {'MeanLatency': 88.13333333333333, 'MeanThroughput': nan}}",kommune
España,28029,"{('5G', '74139053', '438'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': 4.934533333333334}, ('LTE', '72578819', '488'): {'MeanLatency': 79.07777777777777, 'MeanThroughput': 4.0091882352941175}, ('LTE', '72629761', '145'): {'MeanLatency': nan, 'MeanThroughput': 0.8737499999999999}, ('5G', '72629761', '145'): {'MeanLatency': 82.4, 'MeanThroughput': 0.209716}}",Madrid
,,"{('5G', '72629761', '145'): {'MeanLatency': 48.269999999999996, 'MeanThroughput': 2.863209929078015}, ('LTE', '72629761', '145'): {'MeanLatency': nan, 'MeanThroughput': nan}}",
España,28023,"{('5G', '73144322', '31'): {'MeanLatency': 733.0, 'MeanThroughput': 2.548602777777778}, ('LTE', '73144322', '31'): {'MeanLatency': 52.400000000000006, 'MeanThroughput': nan}, ('LTE', '72630019', '158'): {'MeanLatency': 58.120000000000005, 'MeanThroughput': nan}}",Madrid
Canada,V3B,"{('5G', '0', '175'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '28326440', '175'): {'MeanLatency': nan, 'MeanThroughput': 11.995213636363635}, ('LTE', '28326440', '175'): {'MeanLatency': 186.8909090909091, 'MeanThroughput': 5.458510958904109}}",Coquitlam
España,"Alarcón,","{('LTE', '72376579', '107'): {'MeanLatency': 70.04444444444445, 'MeanThroughput': 15.728796428571433}, ('LTE', '74065153', '378'): {'MeanLatency': 75.15, 'MeanThroughput': nan}}",Alarcón
España,28044,"{('LTE', '73985555', '428'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73985539', '427'): {'MeanLatency': 6530.75, 'MeanThroughput': 0.3640222222222222}, ('5G', '73985539', '427'): {'MeanLatency': nan, 'MeanThroughput': 0.4840123076923077}, ('LTE', '73985545', '427'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Canada,V5C,"{('5G', '9223372036854775807', '145'): {'MeanLatency': 36.081818181818186, 'MeanThroughput': 6.093262162162163}}",Burnaby
Norway,0572,"{('5G', '51662597', '87'): {'MeanLatency': 43.89090909090909, 'MeanThroughput': 16.505182962962966}, ('LTE', '51662597', '87'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
Denmark,1577,"{('LTE', '41294349', '72'): {'MeanLatency': 39.372727272727275, 'MeanThroughput': 17.5263780952381}}",København
España,28023,"{('LTE', '72961801', '44'): {'MeanLatency': nan, 'MeanThroughput': 4.641077049180328}, ('5G', '72961801', '44'): {'MeanLatency': nan, 'MeanThroughput': 3.268377922077921}, ('5G', '73781769', '130'): {'MeanLatency': 50.95, 'MeanThroughput': 26.2076}, ('LTE', '73781769', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73678851', '65'): {'MeanLatency': 122.47777777777777, 'MeanThroughput': nan}, ('LTE', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Fuenlabrada,","{('LTE', '74018305', '414'): {'MeanLatency': 60.645454545454534, 'MeanThroughput': 39.86737722772279}}",Fuenlabrada
España,28035,"{('5G', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': 41.94463333333332}, ('LTE', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': 57.668516666666655}, ('LTE', '74014722', '266'): {'MeanLatency': 59.40909090909091, 'MeanThroughput': 42.201933333333336}}",Madrid
España,28035,"{('LTE', '74014722', '266'): {'MeanLatency': 55.49090909090909, 'MeanThroughput': 38.08737549019609}}",Madrid
España,28029,"{('5G', '72040969', '440'): {'MeanLatency': 91.99999999999999, 'MeanThroughput': 4.262146762589928}, ('LTE', '72040969', '440'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28035,"{('5G', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': 6.088663440860214}, ('LTE', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': 0.0}, ('LTE', '71785735', '405'): {'MeanLatency': nan, 'MeanThroughput': 2.016476923076923}, ('5G', '71785735', '405'): {'MeanLatency': nan, 'MeanThroughput': 4.19442}, ('LTE', '72961795', '44'): {'MeanLatency': 51.3, 'MeanThroughput': 2.09773}, ('5G', '72961795', '44'): {'MeanLatency': 54.288888888888884, 'MeanThroughput': nan}, ('5G', '72374785', '303'): {'MeanLatency': 59.8, 'MeanThroughput': nan}}",Madrid
United States,TX,"{('5G', '136577032', '285'): {'MeanLatency': 87.52727272727273, 'MeanThroughput': 18.07128723404255}, ('LTE', '136577032', '285'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Station
España,28029,"{('LTE', '73704965', '301'): {'MeanLatency': 58.74545454545455, 'MeanThroughput': 47.13502352941175}}",Madrid
Norway,0851,"{('5G', '53468928', '472'): {'MeanLatency': 45.40909090909091, 'MeanThroughput': 24.65186153846154}, ('LTE', '53468928', '472'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
España,28054,"{('LTE', '73985537', '428'): {'MeanLatency': 75.04545454545456, 'MeanThroughput': 42.299465048543674}}",Madrid
España,"Leganés,","{('5G', '72756737', '432'): {'MeanLatency': nan, 'MeanThroughput': 9.214739393939395}, ('LTE', '72756737', '432'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72475138', '28'): {'MeanLatency': nan, 'MeanThroughput': 0.6049141025641026}, ('LTE', '72475138', '28'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72475144', '28'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Leganés
España,28034,"{('5G', '72732417', '226'): {'MeanLatency': 52.27272727272727, 'MeanThroughput': 76.5311065420561}, ('LTE', '72732417', '226'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28035,"{('5G', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73678850', '64'): {'MeanLatency': 151.66363636363636, 'MeanThroughput': 37.70039454545454}, ('LTE', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Norway,0572,"{('5G', '51662597', '87'): {'MeanLatency': 48.67272727272727, 'MeanThroughput': 62.5152276190476}, ('LTE', '51662597', '87'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
Norway,0349,"{('5G', '31879437', '7'): {'MeanLatency': 38.61818181818182, 'MeanThroughput': 137.64067475728157}, ('LTE', '31879437', '7'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
España,28035,"{('LTE', '73604866', '398'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73604866', '398'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73784577', '57'): {'MeanLatency': nan, 'MeanThroughput': 9.113052380952382}, ('LTE', '73784577', '57'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73604867', '396'): {'MeanLatency': 62.309090909090905, 'MeanThroughput': 16.7113578125}, ('LTE', '73604867', '396'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
,,"{('5G', '71689730', '103'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '71689730', '103'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72486914', '85'): {'MeanLatency': nan, 'MeanThroughput': 18.05916984126984}, ('5G', '72486914', '85'): {'MeanLatency': 50.35454545454545, 'MeanThroughput': 25.99644791666667}}",
United States,MA,"{('5G', '14351116', '216'): {'MeanLatency': 12.11909090909091, 'MeanThroughput': 70.7562203883495}, ('LTE', '14351116', '216'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Boston
España,28023,"{('LTE', '72091143', '219'): {'MeanLatency': 65.76363636363637, 'MeanThroughput': 11.4024291262136}}",Madrid
España,"Leganés,","{('5G', '72756737', '432'): {'MeanLatency': 44.2, 'MeanThroughput': 19.561787394957978}, ('LTE', '72756737', '432'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Leganés
,OR,"{('LTE', '1302048', '288'): {'MeanLatency': 44.67272727272728, 'MeanThroughput': 48.49675673076925}}",
Norway,0565,"{('5G', '31335179', '51'): {'MeanLatency': 33.45454545454545, 'MeanThroughput': 35.27382857142856}, ('LTE', '31335179', '51'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
España,28029,"{('LTE', '73704962', '301'): {'MeanLatency': 166.97272727272727, 'MeanThroughput': 6.759904819277108}, ('LTE', '72578819', '488'): {'MeanLatency': nan, 'MeanThroughput': 7.2821388888888885}, ('5G', '72578819', '488'): {'MeanLatency': nan, 'MeanThroughput': 7.3393}, ('5G', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': 7.113692307692308}}",Madrid
Norway,0154,"{('LTE', '32444191', '470'): {'MeanLatency': nan, 'MeanThroughput': 91.24061333333333}, ('5G', '32444191', '470'): {'MeanLatency': 42.054545454545455, 'MeanThroughput': 112.10600337078652}}",kommune
España,"Leganés,","{('5G', '72756737', '432'): {'MeanLatency': 54.63636363636365, 'MeanThroughput': 23.811606666666655}, ('LTE', '72756737', '432'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Leganés
España,"Fuenlabrada,","{('LTE', '72891400', '368'): {'MeanLatency': nan, 'MeanThroughput': 14.298927272727274}, ('LTE', '72891394', '368'): {'MeanLatency': 55.91818181818181, 'MeanThroughput': 47.47401978021978}}",Fuenlabrada
Canada,V6K,"{('5G', '0', '302'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '53805936', '301'): {'MeanLatency': 28.61818181818182, 'MeanThroughput': 45.93682110091745}}",Vancouver
España,28002,"{('LTE', '72450305', '12'): {'MeanLatency': nan, 'MeanThroughput': 9.560642352941176}, ('5G', '72450305', '12'): {'MeanLatency': nan, 'MeanThroughput': 15.253390909090912}, ('5G', '72450307', '14'): {'MeanLatency': 70.59090909090911, 'MeanThroughput': 26.79848888888889}, ('LTE', '72450307', '14'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Leganés,","{('LTE', '72756743', '432'): {'MeanLatency': 65.35454545454544, 'MeanThroughput': 1.0194486111111112}}",Leganés
España,28035,"{('5G', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': 29.361328799999992}, ('LTE', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': 3.14468}, ('LTE', '72961795', '44'): {'MeanLatency': 58.18181818181817, 'MeanThroughput': 2.99595}}",Madrid
Norway,"T,","{('LTE', '31345933', '200'): {'MeanLatency': 46.57272727272727, 'MeanThroughput': 24.290629357798167}}",Oslo
España,28034,"{('LTE', '73704964', '300'): {'MeanLatency': 56.0, 'MeanThroughput': 14.779881904761908}}",Madrid
España,"Fuenlabrada,","{('LTE', '72604936', '143'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '74018305', '414'): {'MeanLatency': 68.8, 'MeanThroughput': 40.75148181818182}, ('5G', '74018305', '414'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72665346', '442'): {'MeanLatency': nan, 'MeanThroughput': 8.388639999999999}, ('LTE', '72665346', '442'): {'MeanLatency': 65.91428571428571, 'MeanThroughput': 23.070265714285718}}",Fuenlabrada
España,28024,"{('LTE', '71888131', '41'): {'MeanLatency': 61.24545454545455, 'MeanThroughput': 7.330945762711865}}",Madrid
España,"Fuenlabrada,","{('LTE', '72578818', '487'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72578818', '487'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': 5.867446666666666}, ('LTE', '73808385', '303'): {'MeanLatency': 1695.7272727272727, 'MeanThroughput': nan}}",Fuenlabrada
United States,TX,"{('5G', '136577032', '285'): {'MeanLatency': 74.2909090909091, 'MeanThroughput': 8.610862773722632}, ('LTE', '136577032', '285'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Station
Canada,V6Z,"{('5G', '9223372036854775807', '134'): {'MeanLatency': nan, 'MeanThroughput': 2.1589176470588236}, ('5G', '9223372036854775807', '38'): {'MeanLatency': 36.918181818181814, 'MeanThroughput': 5.713448717948716}}",Vancouver
Norway,0571,"{('5G', '32050719', '439'): {'MeanLatency': 37.97272727272727, 'MeanThroughput': 16.49525789473685}, ('LTE', '32050719', '439'): {'MeanLatency': nan, 'MeanThroughput': 22.23681724137931}}",kommune
Canada,V6V,"{('LTE', '9223372036854775807', '168'): {'MeanLatency': 33.266666666666666, 'MeanThroughput': 6.049484615384615}, ('5G', '9223372036854775807', '168'): {'MeanLatency': 294.78749999999997, 'MeanThroughput': 4.213710280373833}}",Richmond
Denmark,Kongens,"{('LTE', '44136980', '283'): {'MeanLatency': 39.37272727272727, 'MeanThroughput': 24.055328431372555}}",Lyngby
España,28034,"{('5G', '72272386', '370'): {'MeanLatency': 55.10909090909092, 'MeanThroughput': 54.70306886792452}, ('LTE', '72272386', '370'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28029,"{('5G', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': 17.545538582677167}, ('LTE', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73704961', '300'): {'MeanLatency': 3246.909090909091, 'MeanThroughput': nan}}",Madrid
